"pmcid","figure","word","symbol","source","hgnc_symbol","entrez","transforms_applied"
"PMC5805548","PMC5805548__oncotarget-09-7204-g003.jpg","MLK3","TAK","DLK","DLK","hgnc_alias_symbol","MAP3K12"
"PMC5805548","PMC5805548__oncotarget-09-7204-g003.jpg","MLK3","TAK","DLK","TAK","hgnc_alias_symbol","CDK9"
"PMC5805548","PMC5805548__oncotarget-09-7204-g003.jpg","p38","p38","bioentities_symbol","MAPK14","1432","-n stop"
"PMC5805548","PMC5805548__oncotarget-09-7204-g003.jpg","p38","p38","bioentities_symbol","MAPK11","5600","-n stop"
"PMC5805548","PMC5805548__oncotarget-09-7204-g003.jpg","p38","p38","bioentities_symbol","MAPK13","5603","-n stop"
"PMC5805548","PMC5805548__oncotarget-09-7204-g003.jpg","p38","p38","bioentities_symbol","MAPK12","6300","-n stop"
"PMC5805548","PMC5805548__oncotarget-09-7204-g003.jpg","Raf","RAF","bioentities_symbol","ARAF","369","-n stop"
"PMC5805548","PMC5805548__oncotarget-09-7204-g003.jpg","Raf","RAF","bioentities_symbol","RAF1","5894","-n stop"
"PMC5805548","PMC5805548__oncotarget-09-7204-g003.jpg","Raf","RAF","bioentities_symbol","BRAF","673","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","END","END","hgnc_alias_symbol","ENG","2022","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HYOU1","10525","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPH1","10808","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA12B","116835","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA4L","22824","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA12A","259217","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA1A","3303","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA1B","3304","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA1L","3305","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA2","3306","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA4","3308","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA5","3309","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA6","3310","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA8","3312","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA9","3313","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA14","51182","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","HSPA","HSPA","bioentities_symbol","HSPA13","6782","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","MAPK","MAPK","bioentities_symbol","MAPK14","1432","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","MAPK","MAPK","bioentities_symbol","MAPK1","5594","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","MAPK","MAPK","bioentities_symbol","MAPK3","5595","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","MAPK","MAPK","bioentities_symbol","MAPK8","5599","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","MAPK","MAPK","bioentities_symbol","MAPK11","5600","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","MAPK","MAPK","bioentities_symbol","MAPK9","5601","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","MAPK","MAPK","bioentities_symbol","MAPK10","5602","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","MAPK","MAPK","bioentities_symbol","MAPK13","5603","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","MAPK","MAPK","bioentities_symbol","MAPK12","6300","-n stop"
"PMC5805692","PMC5805692__41598_2018_21065_Fig3_HTML.jpg","SPA","SP-A","hgnc_alias_symbol","SFTPA1","653509","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","AMPK-","AMPK","bioentities_symbol","PRKAG2","51422","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","AMPK-","AMPK","bioentities_symbol","PRKAG3","53632","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","AMPK-","AMPK","bioentities_symbol","PRKAA1","5562","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","AMPK-","AMPK","bioentities_symbol","PRKAA2","5563","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","AMPK-","AMPK","bioentities_symbol","PRKAB1","5564","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","AMPK-","AMPK","bioentities_symbol","PRKAB2","5565","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","AMPK-","AMPK","bioentities_symbol","PRKAG1","5571","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","Atg12","ATG12","hgnc_symbol","ATG12","9140","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","Atg5","ATG5","hgnc_symbol","ATG5","9474","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","Atg7","ATG7","hgnc_symbol","ATG7","10533","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","Bcl-2","Bcl-2","hgnc_alias_symbol","BCL2","596","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","MET","MET","hgnc_symbol","MET","4233","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g001.jpg","mTOR","MTOR","hgnc_symbol","MTOR","2475","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","DRAM","DRAM","hgnc_alias_symbol","DRAM1","55332","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","ERK1/2","ERK1","hgnc_alias_symbol","MAPK3","5595","-n stop -n nfkc -n deburr -m expand"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","ERK1/2","ERK2","hgnc_alias_symbol","MAPK1","5594","-n stop -n nfkc -n deburr -m expand"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","GFR","GFR","hgnc_alias_symbol","RAPGEF5","9771","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","IPI3","Ipi3","hgnc_alias_symbol","WDR18","57418","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","MEK1/2","MEK1","hgnc_alias_symbol","MAP2K1","5604","-n stop -n nfkc -n deburr -m expand"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","MEK1/2","MEK2","hgnc_alias_symbol","MAP2K2","5605","-n stop -n nfkc -n deburr -m expand"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","mTOR","MTOR","hgnc_symbol","MTOR","2475","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","P53","p53","hgnc_alias_symbol","TP53","7157","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PI3","PI3","hgnc_symbol","PI3","5266","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PI3K","PI3K","bioentities_symbol","PIK3R6","146850","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PI3K","PI3K","bioentities_symbol","PIK3R5","23533","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PI3K","PI3K","bioentities_symbol","PIK3R4","30849","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PI3K","PI3K","bioentities_symbol","PIK3CA","5290","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PI3K","PI3K","bioentities_symbol","PIK3CB","5291","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PI3K","PI3K","bioentities_symbol","PIK3CD","5293","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PI3K","PI3K","bioentities_symbol","PIK3CG","5294","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PI3K","PI3K","bioentities_symbol","PIK3R3","8503","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","PTEN","PTEN","hgnc_symbol","PTEN","5728","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","Raptor","raptor","hgnc_alias_symbol","RPTOR","57521","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","Ras","RAS","bioentities_symbol","HRAS","3265","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","Ras","RAS","bioentities_symbol","KRAS","3845","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","Ras","RAS","bioentities_symbol","NRAS","4893","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","Rheb","RHEB","hgnc_symbol","RHEB","6009","-n stop"
"PMC5806108","PMC5806108__CAM4-7-471-g003.jpg","TSC2","TSC2","hgnc_symbol","TSC2","7249","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","ERK5","ERK5","hgnc_alias_symbol","MAPK7","5598","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","KLF11","KLF11","hgnc_symbol","KLF11","8462","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","KLF2","KLF2","hgnc_symbol","KLF2","10365","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","KLF4","KLF4","hgnc_symbol","KLF4","9314","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","KLF5","KLF5","hgnc_symbol","KLF5","688","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","MEF2","MEF2","bioentities_symbol","MEF2B","100271849","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","MEF2","MEF2","bioentities_symbol","MEF2A","4205","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","MEF2","MEF2","bioentities_symbol","MEF2C","4208","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","MEF2","MEF2","bioentities_symbol","MEF2D","4209","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","MEK5","MEK5","hgnc_alias_symbol","MAP2K5","5607","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","mTOR","MTOR","hgnc_symbol","MTOR","2475","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","PPAR","PPAR","bioentities_symbol","PPARA","5465","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","PPAR","PPAR","bioentities_symbol","PPARD","5467","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","PPAR","PPAR","bioentities_symbol","PPARG","5468","-n stop"
"PMC5807683","PMC5807683__fcvm-05-00006-g005.jpg","SIRT1","SIRT1","hgnc_symbol","SIRT1","23411","-n stop"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","a-cat","ACAT","hgnc_alias_symbol","SOAT1","6646","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","als","ALS","hgnc_alias_symbol","IGFALS","3483","-n stop"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","Lats","LAT","hgnc_symbol","LAT","27040","-n stop -n nfkc -n deburr -m expand -m root"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","Lats1/2","LATS1","hgnc_symbol","LATS1","9113","-n stop -n nfkc -n deburr -m expand"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","Lats1/2","LATS2","hgnc_symbol","LATS2","26524","-n stop -n nfkc -n deburr -m expand"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","Mob1A/B","MOB1A","hgnc_symbol","MOB1A","55233","-n stop -n nfkc -n deburr -m expand"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","Mob1A/B","MOB1B","hgnc_symbol","MOB1B","92597","-n stop -n nfkc -n deburr -m expand"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","Mst1/2","MST1","hgnc_symbol","MST1","4485","-n stop -n nfkc -n deburr -m expand"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","Mst1/2","MST2","hgnc_alias_symbol","STK3","6788","-n stop -n nfkc -n deburr -m expand"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","Sav1","SAV1","hgnc_symbol","SAV1","60485","-n stop"
"PMC5807685","PMC5807685__fimmu-09-00149-g001.jpg","YAP","YAP","hgnc_alias_symbol","YY1AP1","55249","-n stop"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","RHBDD1↑","RHBDD1","hgnc_symbol","RHBDD1","84236","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT16","51384","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT4","54361","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT1","7471","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT2","7472","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT3","7473","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT5A","7474","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT6","7475","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT7A","7476","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT7B","7477","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT8A","7478","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT8B","7479","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT10B","7480","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT11","7481","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT2B","7482","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT9A","7483","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT9B","7484","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT10A","80326","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT5B","81029","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","Wnt/p-cateninsignaling","WNT","bioentities_symbol","WNT3A","89780","-n stop -n nfkc -n deburr -m expand"
"PMC5807852","PMC5807852__13046_2018_687_Fig7_HTML.jpg","ZEB1","ZEB1","hgnc_symbol","ZEB1","6935","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","actin","Actin","bioentities_symbol","ACTA1","58","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","actin","Actin","bioentities_symbol","ACTA2","59","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","actin","Actin","bioentities_symbol","ACTB","60","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","actin","Actin","bioentities_symbol","ACTC1","70","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","actin","Actin","bioentities_symbol","ACTG1","71","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","actin","Actin","bioentities_symbol","ACTG2","72","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","Magi3","MAGI3","hgnc_symbol","MAGI3","260425","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","MAPK","MAPK","bioentities_symbol","MAPK14","1432","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","MAPK","MAPK","bioentities_symbol","MAPK1","5594","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","MAPK","MAPK","bioentities_symbol","MAPK3","5595","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","MAPK","MAPK","bioentities_symbol","MAPK8","5599","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","MAPK","MAPK","bioentities_symbol","MAPK11","5600","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","MAPK","MAPK","bioentities_symbol","MAPK9","5601","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","MAPK","MAPK","bioentities_symbol","MAPK10","5602","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","MAPK","MAPK","bioentities_symbol","MAPK13","5603","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","MAPK","MAPK","bioentities_symbol","MAPK12","6300","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","Rap1","RAP1","hgnc_alias_symbol","TERF2IP","54386","-n stop"
"PMC5808162","PMC5808162__fphys-09-00048-g0004.jpg","Rasgrp3","RASGRP3","hgnc_symbol","RASGRP3","25780","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","","c-myc","c-Myc","hgnc_alias_symbol","MYC","4609"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX17","10063"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX6B2","125965"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX4I1","1327"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX5B","1329"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX6A1","1337"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX6A2","1339"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX6B1","1340"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX7A1","1346"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX7A2","1347"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX7B","1349"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX8A","1351"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX10","1352"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX11","1353"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX15","1355"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX7B2","170712"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX8C","341947"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX4I2","84701"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Cox","iNos","COX","bioentities_symbol","COX5A","9377"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","HIF","HIF","bioentities_symbol","EPAS1","2034","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","HIF","HIF","bioentities_symbol","HIF1A","3091","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","HIF","HIF","bioentities_symbol","ARNT","405","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","HIF","HIF","bioentities_symbol","ARNTL","406","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","HIF","HIF","bioentities_symbol","HIF3A","64344","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","HIF","HIF","bioentities_symbol","ARNT2","9915","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","HIFa","HIF_alpha","bioentities_symbol","EPAS1","2034","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","HIFa","HIF_alpha","bioentities_symbol","HIF1A","3091","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","HIFa","HIF_alpha","bioentities_symbol","HIF3A","64344","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","NFkB","NFKB","bioentities_symbol","NFKB1","4790","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","NFkB","NFKB","bioentities_symbol","NFKB2","4791","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","NFkB","NFKB","bioentities_symbol","REL","5966","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","NFkB","NFKB","bioentities_symbol","RELA","5970","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","NFkB","NFKB","bioentities_symbol","RELB","5971","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","NOS","NOS","bioentities_symbol","NOS1","4842","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","NOS","NOS","bioentities_symbol","NOS2","4843","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","NOS","NOS","bioentities_symbol","NOS3","4846","-n stop"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","PI3-K","PI3K","bioentities_symbol","PIK3R6","146850","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","PI3-K","PI3K","bioentities_symbol","PIK3R5","23533","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","PI3-K","PI3K","bioentities_symbol","PIK3R4","30849","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","PI3-K","PI3K","bioentities_symbol","PIK3CA","5290","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","PI3-K","PI3K","bioentities_symbol","PIK3CB","5291","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","PI3-K","PI3K","bioentities_symbol","PIK3CD","5293","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","PI3-K","PI3K","bioentities_symbol","PIK3CG","5294","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","PI3-K","PI3K","bioentities_symbol","PIK3R3","8503","-n stop -n nfkc -n deburr -m expand -m root -n swaps -n alphanumeric"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","PTEN","PTP13","PP2A","PTEN","hgnc_symbol","PTEN"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Ras","MAPK","MAPK","bioentities_symbol","MAPK14","1432"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Ras","MAPK","MAPK","bioentities_symbol","MAPK1","5594"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Ras","MAPK","MAPK","bioentities_symbol","MAPK3","5595"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Ras","MAPK","MAPK","bioentities_symbol","MAPK8","5599"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Ras","MAPK","MAPK","bioentities_symbol","MAPK11","5600"
"PMC5808965","PMC5808965__10.1177_1177271918755391-fig2.jpg","Ras","MAPK","MAPK","bioentities_symbol","MAPK9","5601"
